"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","912","test_register_only_required_fields_201","tests.api","Wed Jul 08 01:36:31 UTC 2026","passed","Wed Jul 08 01:36:32 UTC 2026","TestRegister","test_user_api","",""
"","2858","test_duplicate_favorite_409","tests.api","Wed Jul 08 01:28:35 UTC 2026","passed","Wed Jul 08 01:28:38 UTC 2026","TestAddFavorite","test_favorite_api","",""
"","695","test_get_nonexistent_404","tests.api","Wed Jul 08 01:26:25 UTC 2026","passed","Wed Jul 08 01:26:25 UTC 2026","TestGetCart","test_cart_api","",""
"","719","test_create_unauthenticated_401","tests.api","Wed Jul 08 01:34:20 UTC 2026","passed","Wed Jul 08 01:34:21 UTC 2026","TestProductAuth","test_product_api","",""
"","735","test_default_year_200","tests.api","Wed Jul 08 01:35:15 UTC 2026","passed","Wed Jul 08 01:35:16 UTC 2026","TestAverageSalesPerMonth","test_report_api","",""
"","805","test_verify_totp_null_400","tests.api","Wed Jul 08 01:36:05 UTC 2026","passed","Wed Jul 08 01:36:05 UTC 2026","TestVerifyTOTP","test_totp_api","",""
"实测：API 不校验 page 负数，返回 200。","737","test_page_negative_200","tests.api","Wed Jul 08 01:27:56 UTC 2026","passed","Wed Jul 08 01:27:57 UTC 2026","TestGetMessages","test_contact_api","",""
"","1447","test_duplicate_slug_409","tests.api","Wed Jul 08 01:25:30 UTC 2026","passed","Wed Jul 08 01:25:32 UTC 2026","TestCreateBrand","test_brand_api","",""
"","756","test_verify_missing_totp_400","tests.api","Wed Jul 08 01:35:59 UTC 2026","passed","Wed Jul 08 01:36:00 UTC 2026","TestVerifyTOTP","test_totp_api","",""
"","737","test_logout_unauthenticated","tests.api","Wed Jul 08 01:37:58 UTC 2026","passed","Wed Jul 08 01:37:58 UTC 2026","TestLogout","test_user_api","",""
"100 层深度嵌套 —— 不应导致服务崩溃。","712","test_json_nested_bomb","tests.api","Wed Jul 08 01:33:08 UTC 2026","passed","Wed Jul 08 01:33:08 UTC 2026","TestPaymentCheck","test_payment_api","",""
"","693","test_unauthorized_401","tests.api","Wed Jul 08 01:35:08 UTC 2026","passed","Wed Jul 08 01:35:09 UTC 2026","TestTop10PurchasedProducts","test_report_api","",""
"","732","test_reply_subject_120_chars","tests.api","Wed Jul 08 01:28:06 UTC 2026","passed","Wed Jul 08 01:28:07 UTC 2026","TestReplyMessage","test_contact_api","",""
"","698","test_search_special_chars","tests.api","Wed Jul 08 01:33:35 UTC 2026","passed","Wed Jul 08 01:33:36 UTC 2026","TestSearchProducts","test_product_api","",""
"","718","test_missing_name_422","tests.api","Wed Jul 08 01:33:42 UTC 2026","passed","Wed Jul 08 01:33:42 UTC 2026","TestCreateProduct","test_product_api","",""
"","801","test_phone_too_long_422","tests.api","Wed Jul 08 01:36:29 UTC 2026","passed","Wed Jul 08 01:36:30 UTC 2026","TestRegister","test_user_api","",""
"","701","test_token_expired_delete","tests.api","Wed Jul 08 01:34:26 UTC 2026","passed","Wed Jul 08 01:34:27 UTC 2026","TestProductDefense","test_product_api","",""
"","708","test_message_251_chars_422","tests.api","Wed Jul 08 01:27:45 UTC 2026","passed","Wed Jul 08 01:27:46 UTC 2026","TestSendMessage","test_contact_api","",""
"","730","test_product_image_id_invalid","tests.api","Wed Jul 08 01:34:00 UTC 2026","passed","Wed Jul 08 01:34:01 UTC 2026","TestCreateProduct","test_product_api","",""
"","841","test_city_too_long_422","tests.api","Wed Jul 08 01:36:28 UTC 2026","passed","Wed Jul 08 01:36:29 UTC 2026","TestRegister","test_user_api","",""
"","718","test_delete_nonexistent","tests.api","Wed Jul 08 01:25:44 UTC 2026","passed","Wed Jul 08 01:25:45 UTC 2026","TestDeleteBrand","test_brand_api","",""
"","722","test_create_gift_card","tests.api","Wed Jul 08 01:29:29 UTC 2026","passed","Wed Jul 08 01:29:30 UTC 2026","TestCreateInvoice","test_invoice_api","",""
"","709","test_put_missing_billing_street","tests.api","Wed Jul 08 01:29:56 UTC 2026","skipped","Wed Jul 08 01:29:57 UTC 2026","TestCreateInvoice","test_invoice_api","",""
"","717","test_get_empty_cart_200","tests.api","Wed Jul 08 01:26:24 UTC 2026","passed","Wed Jul 08 01:26:25 UTC 2026","TestGetCart","test_cart_api","",""
"","703","test_country_4_chars","tests.api","Wed Jul 08 01:33:16 UTC 2026","passed","Wed Jul 08 01:33:16 UTC 2026","TestPostcodeLookup","test_postcode_api","",""
"","1573","test_get_me_after_logout_401","tests.api","Wed Jul 08 01:36:51 UTC 2026","passed","Wed Jul 08 01:36:53 UTC 2026","TestGetMe","test_user_api","",""
"","706","test_delete_nonexistent","tests.api","Wed Jul 08 01:34:15 UTC 2026","passed","Wed Jul 08 01:34:15 UTC 2026","TestDeleteProduct","test_product_api","",""
"","734","test_verify_extra_field","tests.api","Wed Jul 08 01:36:08 UTC 2026","passed","Wed Jul 08 01:36:08 UTC 2026","TestVerifyTOTP","test_totp_api","",""
"","733","test_specific_years_200","tests.api","Wed Jul 08 01:35:11 UTC 2026","passed","Wed Jul 08 01:35:12 UTC 2026","TestTotalSalesOfYears","test_report_api","",""
"","707","test_missing_country_422","tests.api","Wed Jul 08 01:33:10 UTC 2026","passed","Wed Jul 08 01:33:11 UTC 2026","TestPostcodeLookup","test_postcode_api","",""
"","710","test_get_existing","tests.api","Wed Jul 08 01:33:36 UTC 2026","passed","Wed Jul 08 01:33:37 UTC 2026","TestGetProduct","test_product_api","",""
"","768","test_verify_unauthorized_401","tests.api","Wed Jul 08 01:35:57 UTC 2026","passed","Wed Jul 08 01:35:58 UTC 2026","TestVerifyTOTP","test_totp_api","",""
"","787","test_missing_postcode_422","tests.api","Wed Jul 08 01:33:11 UTC 2026","passed","Wed Jul 08 01:33:11 UTC 2026","TestPostcodeLookup","test_postcode_api","",""
"","729","test_cc_missing_cvv","tests.api","Wed Jul 08 01:31:54 UTC 2026","passed","Wed Jul 08 01:31:54 UTC 2026","TestInvoiceBoundary","test_invoice_api","",""
"","742","test_delete_nonexistent_user","tests.api","Wed Jul 08 01:37:26 UTC 2026","passed","Wed Jul 08 01:37:27 UTC 2026","TestDeleteUser","test_user_api","",""
"","724","test_bank_transfer_missing_account_number_422","tests.api","Wed Jul 08 01:32:20 UTC 2026","passed","Wed Jul 08 01:32:20 UTC 2026","TestPaymentCheck","test_payment_api","",""
"","0","test_patch_success","tests.api","Wed Jul 08 01:30:53 UTC 2026","skipped","Wed Jul 08 01:30:53 UTC 2026","TestPatchInvoice","test_invoice_api","",""
"实测：reply 的 message 250 字符返回 201（与 send 相同的限制）。","729","test_reply_message_250_chars","tests.api","Wed Jul 08 01:28:05 UTC 2026","passed","Wed Jul 08 01:28:06 UTC 2026","TestReplyMessage","test_contact_api","",""
"","712","test_spec_value_empty","tests.api","Wed Jul 08 01:34:36 UTC 2026","passed","Wed Jul 08 01:34:37 UTC 2026","TestAddSpec","test_product_spec_api","",""
"","0","test_download_pdf","tests.api","Wed Jul 08 01:31:27 UTC 2026","skipped","Wed Jul 08 01:31:27 UTC 2026","TestPdf","test_invoice_api","",""
"","717","test_search_no_match","tests.api","Wed Jul 08 01:31:30 UTC 2026","passed","Wed Jul 08 01:31:31 UTC 2026","TestSearchInvoices","test_invoice_api","",""
"","687","test_filter_by_category","tests.api","Wed Jul 08 01:33:29 UTC 2026","passed","Wed Jul 08 01:33:29 UTC 2026","TestGetProducts","test_product_api","",""
"","717","test_attach_nonexistent_message_400","tests.api","Wed Jul 08 01:28:19 UTC 2026","passed","Wed Jul 08 01:28:19 UTC 2026","TestAttachFile","test_contact_api","",""
